,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[700],0.778,0.145,0.507,1.053,0.002,0.001,7342.0,12707.0,1.0
theta[568],0.758,0.153,0.476,1.046,0.002,0.001,8157.0,12887.0,1.0
theta[354],0.767,0.149,0.493,1.05,0.002,0.001,7420.0,12747.0,1.0
theta[481],-0.244,0.158,-0.536,0.054,0.002,0.001,10573.0,11792.0,1.0
theta[991],0.503,0.149,0.227,0.788,0.002,0.001,9489.0,11458.0,1.0
theta[49],0.288,0.168,-0.039,0.597,0.002,0.001,9935.0,11981.0,1.0
theta[86],0.403,0.158,0.098,0.695,0.001,0.001,11410.0,11444.0,1.0
theta[533],0.71,0.151,0.428,0.993,0.002,0.001,7520.0,11010.0,1.0
theta[645],1.109,0.155,0.822,1.406,0.002,0.001,7097.0,11149.0,1.0
theta[829],-2.909,0.237,-3.353,-2.466,0.003,0.002,8465.0,11846.0,1.0
theta[648],0.752,0.155,0.466,1.049,0.002,0.001,8930.0,11793.0,1.0
theta[327],0.76,0.152,0.469,1.04,0.002,0.001,9816.0,10151.0,1.0
theta[548],-0.641,0.157,-0.937,-0.352,0.002,0.001,10317.0,12069.0,1.0
theta[458],1.306,0.155,1.01,1.596,0.002,0.001,7966.0,11314.0,1.0
theta[110],0.67,0.145,0.396,0.944,0.002,0.001,8417.0,10220.0,1.0
theta[397],-0.123,0.158,-0.422,0.17,0.001,0.001,12510.0,13144.0,1.0
theta[336],0.413,0.17,0.089,0.726,0.001,0.001,13064.0,12302.0,1.0
theta[1016],-1.043,0.168,-1.363,-0.736,0.002,0.001,10363.0,11275.0,1.0
theta[1098],0.677,0.145,0.412,0.961,0.001,0.001,10023.0,12145.0,1.0
theta[743],0.839,0.145,0.57,1.111,0.002,0.001,7496.0,12160.0,1.0
theta[657],0.246,0.16,-0.061,0.541,0.002,0.001,10937.0,12617.0,1.0
theta[702],-0.427,0.158,-0.717,-0.129,0.002,0.001,9982.0,13763.0,1.0
theta[591],-0.329,0.162,-0.645,-0.035,0.002,0.001,11092.0,12686.0,1.0
theta[820],0.093,0.14,-0.166,0.357,0.001,0.001,9015.0,13338.0,1.0
theta[1157],0.495,0.144,0.228,0.767,0.002,0.001,7883.0,12223.0,1.0
theta[793],0.519,0.158,0.215,0.813,0.002,0.001,9863.0,13241.0,1.0
theta[211],0.524,0.162,0.216,0.826,0.002,0.001,11545.0,11938.0,1.0
theta[236],0.933,0.148,0.664,1.218,0.002,0.001,7325.0,11427.0,1.0
theta[55],-2.145,0.895,-3.777,-0.437,0.005,0.007,31246.0,13342.0,1.0
theta[124],1.467,0.144,1.196,1.733,0.002,0.001,6023.0,11535.0,1.0
theta[802],0.881,0.152,0.595,1.168,0.002,0.001,8191.0,10791.0,1.0
theta[965],1.293,0.16,0.987,1.59,0.002,0.001,7713.0,11711.0,1.0
theta[28],-0.554,0.157,-0.849,-0.259,0.002,0.001,9388.0,10958.0,1.0
theta[666],-0.356,0.158,-0.647,-0.056,0.002,0.001,9682.0,11471.0,1.0
theta[453],0.438,0.164,0.132,0.742,0.002,0.001,9655.0,12146.0,1.0
theta[1162],0.303,0.178,-0.038,0.631,0.002,0.001,12814.0,12965.0,1.0
theta[580],0.283,0.161,-0.018,0.589,0.002,0.001,10888.0,10532.0,1.0
theta[582],-0.193,0.309,-0.755,0.409,0.002,0.003,30290.0,14231.0,1.0
theta[1184],0.634,0.156,0.345,0.929,0.002,0.001,9667.0,11505.0,1.0
theta[267],0.76,0.176,0.426,1.086,0.002,0.001,10289.0,13340.0,1.0
theta[995],0.762,0.155,0.48,1.061,0.002,0.001,9055.0,11857.0,1.0
theta[817],-0.713,0.178,-1.054,-0.387,0.002,0.001,12243.0,12177.0,1.0
theta[441],0.69,0.153,0.406,0.979,0.001,0.001,10979.0,12609.0,1.0
theta[298],0.808,0.144,0.531,1.072,0.002,0.001,9145.0,11244.0,1.0
theta[6],0.386,0.145,0.113,0.659,0.001,0.001,10012.0,11902.0,1.0
theta[600],0.646,0.166,0.333,0.954,0.002,0.001,11600.0,13284.0,1.0
theta[0],-0.867,0.183,-1.22,-0.534,0.002,0.002,14647.0,11507.0,1.0
theta[209],-0.843,0.167,-1.169,-0.546,0.002,0.001,10210.0,13437.0,1.0
theta[451],1.121,0.151,0.828,1.394,0.002,0.001,7234.0,10476.0,1.0
theta[868],0.512,0.143,0.239,0.773,0.001,0.001,9114.0,10691.0,1.0
theta[448],0.77,0.141,0.507,1.033,0.002,0.001,7918.0,13100.0,1.0
theta[301],1.131,0.148,0.853,1.412,0.002,0.001,7448.0,11479.0,1.0
theta[492],0.532,0.186,0.193,0.893,0.001,0.002,15844.0,12313.0,1.0
theta[176],-0.21,0.189,-0.572,0.14,0.002,0.002,13308.0,12807.0,1.0
theta[835],0.173,0.185,-0.187,0.504,0.002,0.002,15165.0,13842.0,1.0
theta[893],0.185,0.168,-0.136,0.494,0.002,0.001,10412.0,11919.0,1.0
theta[901],0.872,0.153,0.583,1.153,0.002,0.001,8322.0,11036.0,1.0
theta[495],-1.091,0.168,-1.408,-0.778,0.002,0.001,10641.0,11491.0,1.0
theta[199],0.749,0.154,0.457,1.033,0.002,0.001,9151.0,11672.0,1.0
theta[1025],0.596,0.156,0.303,0.893,0.002,0.001,9776.0,12172.0,1.0
theta[1161],0.022,0.178,-0.313,0.354,0.002,0.001,13189.0,11999.0,1.0
theta[282],0.433,0.153,0.139,0.717,0.002,0.001,9159.0,10812.0,1.0
theta[1013],0.21,0.161,-0.086,0.51,0.002,0.001,9618.0,11743.0,1.0
theta[722],1.009,0.15,0.739,1.3,0.002,0.001,7604.0,12491.0,1.0
theta[678],-0.772,0.186,-1.127,-0.423,0.001,0.002,15567.0,11629.0,1.0
theta[214],-0.019,0.206,-0.401,0.369,0.002,0.002,17552.0,12722.0,1.0
theta[1102],-2.267,0.183,-2.607,-1.918,0.002,0.001,7167.0,10677.0,1.0
theta[376],-2.84,0.301,-3.416,-2.264,0.002,0.003,16081.0,12828.0,1.0
theta[713],-0.214,0.29,-0.769,0.334,0.002,0.002,27080.0,13791.0,1.0
theta[1128],0.893,0.143,0.613,1.153,0.002,0.001,7929.0,11424.0,1.0
theta[913],-2.858,0.166,-3.163,-2.543,0.003,0.001,4233.0,7731.0,1.0
theta[948],-0.481,0.164,-0.791,-0.174,0.002,0.001,11756.0,13124.0,1.0
theta[825],0.186,0.171,-0.134,0.509,0.001,0.001,15704.0,13779.0,1.0
theta[395],-0.74,0.179,-1.072,-0.401,0.002,0.001,13152.0,13074.0,1.0
theta[1139],1.058,0.145,0.79,1.333,0.002,0.001,6243.0,11848.0,1.0
theta[253],0.882,0.539,-0.113,1.916,0.003,0.005,31019.0,13673.0,1.0
theta[551],-1.738,0.228,-2.181,-1.323,0.002,0.002,14524.0,12399.0,1.0
theta[315],0.919,0.324,0.311,1.521,0.002,0.003,26985.0,13445.0,1.0
theta[388],1.146,0.15,0.858,1.426,0.002,0.001,7201.0,11458.0,1.0
theta[138],0.356,0.172,0.04,0.685,0.001,0.001,13693.0,12108.0,1.0
theta[270],-0.23,0.312,-0.848,0.326,0.002,0.002,27011.0,14217.0,1.0
theta[679],-0.042,0.14,-0.307,0.219,0.001,0.001,9453.0,10343.0,1.0
theta[408],0.315,0.148,0.041,0.593,0.002,0.001,8745.0,11729.0,1.0
theta[1155],0.516,0.158,0.213,0.808,0.002,0.001,10348.0,12128.0,1.0
theta[653],-0.135,0.167,-0.446,0.184,0.002,0.001,9662.0,12266.0,1.0
theta[763],0.792,0.159,0.504,1.103,0.002,0.001,8421.0,11647.0,1.0
theta[809],1.046,0.152,0.764,1.334,0.002,0.001,7152.0,11099.0,1.0
theta[24],0.804,0.134,0.56,1.065,0.002,0.001,7958.0,11886.0,1.0
theta[1071],0.819,0.137,0.575,1.086,0.002,0.001,6489.0,11756.0,1.0
theta[852],-0.186,0.202,-0.566,0.19,0.002,0.002,17112.0,13163.0,1.0
theta[210],-2.019,0.441,-2.841,-1.183,0.003,0.004,29070.0,12735.0,1.0
theta[1181],0.158,0.184,-0.185,0.503,0.001,0.002,15262.0,12123.0,1.0
theta[264],0.344,0.153,0.063,0.635,0.002,0.001,10074.0,11769.0,1.0
theta[278],1.298,0.148,1.024,1.579,0.002,0.001,6850.0,10569.0,1.0
theta[557],0.839,0.143,0.56,1.098,0.002,0.001,7356.0,10893.0,1.0
theta[254],-1.529,0.18,-1.875,-1.201,0.002,0.001,8886.0,11385.0,1.0
theta[1123],-0.207,0.18,-0.546,0.133,0.001,0.002,15543.0,12708.0,1.0
theta[1068],-0.064,0.168,-0.386,0.249,0.001,0.001,14417.0,12861.0,1.0
theta[94],1.031,0.145,0.76,1.302,0.002,0.001,7253.0,10959.0,1.0
theta[113],-0.958,0.192,-1.325,-0.609,0.002,0.002,11324.0,13196.0,1.0
theta[1037],-0.633,0.192,-0.999,-0.276,0.002,0.002,14750.0,12155.0,1.0
theta[337],0.824,0.157,0.52,1.112,0.002,0.001,7968.0,11799.0,1.0
theta[460],1.344,0.154,1.039,1.618,0.002,0.001,6606.0,10048.0,1.0
theta[83],-0.301,0.164,-0.596,0.021,0.002,0.001,11274.0,12463.0,1.0
theta[470],0.318,0.161,0.028,0.629,0.002,0.001,9832.0,11109.0,1.0
theta[1012],0.826,0.146,0.563,1.11,0.002,0.001,7576.0,11922.0,1.0
theta[800],1.277,0.144,1.013,1.555,0.002,0.001,6507.0,11763.0,1.0
theta[1059],-0.385,0.165,-0.7,-0.084,0.002,0.001,9658.0,10719.0,1.0
theta[616],0.673,0.162,0.382,0.991,0.002,0.001,10245.0,11650.0,1.0
theta[204],0.962,0.161,0.657,1.264,0.002,0.001,9269.0,11993.0,1.0
theta[69],0.008,0.195,-0.353,0.383,0.002,0.002,13465.0,13118.0,1.0
theta[294],0.074,0.16,-0.244,0.36,0.001,0.001,11903.0,12218.0,1.0
theta[324],0.665,0.157,0.362,0.948,0.002,0.001,9784.0,12550.0,1.0
theta[577],-0.198,0.152,-0.484,0.091,0.001,0.001,12203.0,13358.0,1.0
theta[605],0.638,0.178,0.304,0.974,0.001,0.001,14447.0,13938.0,1.0
theta[243],-2.766,0.162,-3.086,-2.477,0.002,0.001,4554.0,8360.0,1.0
theta[1096],0.669,0.145,0.403,0.945,0.002,0.001,8570.0,12285.0,1.0
theta[240],1.275,0.148,1.005,1.56,0.002,0.001,5602.0,10845.0,1.0
theta[108],0.14,0.183,-0.197,0.49,0.002,0.002,11754.0,13115.0,1.0
theta[372],-0.633,0.164,-0.937,-0.324,0.002,0.001,10483.0,12765.0,1.0
theta[617],0.002,0.183,-0.36,0.328,0.001,0.001,15130.0,12555.0,1.0
theta[1106],0.352,0.159,0.048,0.644,0.002,0.001,10720.0,12279.0,1.0
theta[813],0.866,0.152,0.589,1.157,0.002,0.001,8437.0,11144.0,1.0
theta[100],-0.363,0.185,-0.708,-0.015,0.002,0.002,12573.0,13008.0,1.0
theta[308],-1.185,0.149,-1.459,-0.903,0.002,0.001,7411.0,9771.0,1.0
theta[231],0.181,0.238,-0.27,0.624,0.002,0.002,21022.0,12242.0,1.0
theta[1024],0.332,0.16,0.034,0.634,0.001,0.001,12526.0,12082.0,1.0
theta[767],0.992,0.152,0.705,1.273,0.002,0.001,8904.0,9464.0,1.0
theta[1008],-0.697,0.174,-1.025,-0.376,0.002,0.001,12421.0,12679.0,1.0
theta[840],-0.167,0.174,-0.493,0.153,0.002,0.001,12324.0,13893.0,1.0
theta[685],1.156,0.165,0.851,1.472,0.002,0.001,8540.0,12130.0,1.0
theta[357],-0.666,0.147,-0.956,-0.398,0.002,0.001,8367.0,12381.0,1.0
theta[708],1.177,0.15,0.888,1.454,0.002,0.001,7409.0,11981.0,1.0
theta[346],0.718,0.152,0.44,1.013,0.002,0.001,8735.0,12506.0,1.0
theta[381],0.112,0.156,-0.177,0.408,0.001,0.001,12060.0,12278.0,1.0
theta[189],0.712,0.153,0.43,1.004,0.002,0.001,9295.0,10983.0,1.0
theta[192],0.587,0.137,0.327,0.839,0.002,0.001,7056.0,11743.0,1.0
theta[1090],0.686,0.151,0.396,0.968,0.002,0.001,9154.0,11370.0,1.0
theta[762],-1.105,0.141,-1.363,-0.836,0.002,0.001,6271.0,10674.0,1.0
theta[213],0.653,0.151,0.362,0.933,0.002,0.001,9572.0,12047.0,1.0
theta[437],0.055,0.225,-0.372,0.478,0.002,0.002,18555.0,13310.0,1.0
theta[1183],-0.264,0.157,-0.556,0.03,0.002,0.001,10441.0,11739.0,1.0
theta[794],0.085,0.171,-0.23,0.41,0.001,0.001,13564.0,11593.0,1.0
theta[880],-0.013,0.169,-0.328,0.309,0.002,0.001,11090.0,12093.0,1.0
theta[622],-0.112,0.161,-0.418,0.182,0.001,0.001,11813.0,11020.0,1.0
theta[1121],0.693,0.146,0.418,0.968,0.002,0.001,8319.0,12885.0,1.0
theta[625],0.062,0.163,-0.239,0.375,0.002,0.001,10092.0,12208.0,1.0
theta[1073],0.122,0.167,-0.197,0.428,0.002,0.001,11649.0,12833.0,1.0
theta[188],-0.763,0.166,-1.062,-0.434,0.002,0.001,10641.0,12904.0,1.0
theta[547],0.0,0.152,-0.293,0.275,0.002,0.001,10125.0,11636.0,1.0
theta[303],0.487,0.164,0.179,0.798,0.002,0.001,9961.0,12038.0,1.0
theta[523],0.718,0.151,0.433,0.993,0.002,0.001,9053.0,10787.0,1.0
theta[983],-0.477,0.168,-0.795,-0.172,0.002,0.001,11257.0,12573.0,1.0
theta[904],-0.283,0.171,-0.605,0.035,0.002,0.001,11964.0,12701.0,1.0
theta[907],-2.43,0.155,-2.725,-2.145,0.002,0.001,4798.0,9067.0,1.0
theta[615],-2.761,0.162,-3.063,-2.457,0.003,0.001,4111.0,9413.0,1.0
theta[1072],-0.314,0.163,-0.627,-0.02,0.002,0.001,10030.0,12204.0,1.0
theta[1007],0.712,0.162,0.411,1.019,0.002,0.001,10214.0,12948.0,1.0
theta[1177],1.324,0.15,1.035,1.597,0.002,0.001,6502.0,12903.0,1.0
theta[979],0.326,0.155,0.023,0.608,0.002,0.001,10492.0,11587.0,1.0
theta[504],0.849,0.152,0.567,1.139,0.002,0.001,8948.0,10955.0,1.0
theta[85],-0.28,0.18,-0.637,0.046,0.002,0.002,14463.0,12746.0,1.0
theta[635],-0.771,0.192,-1.136,-0.415,0.002,0.002,14573.0,13359.0,1.0
theta[661],1.163,0.152,0.874,1.449,0.002,0.001,7326.0,11629.0,1.0
theta[1140],-1.993,0.182,-2.334,-1.655,0.002,0.001,6748.0,9735.0,1.0
theta[47],-0.352,0.21,-0.754,0.034,0.002,0.002,16759.0,12943.0,1.0
theta[928],-0.091,0.188,-0.437,0.272,0.001,0.002,15952.0,13283.0,1.0
theta[463],0.291,0.185,-0.049,0.65,0.001,0.002,15366.0,12990.0,1.0
theta[792],0.283,0.156,-0.006,0.581,0.002,0.001,10141.0,12437.0,1.0
theta[351],-0.304,0.175,-0.626,0.032,0.001,0.002,15580.0,11656.0,1.0
theta[1036],0.207,0.153,-0.085,0.49,0.002,0.001,8674.0,13004.0,1.0
theta[1193],0.995,0.146,0.71,1.26,0.002,0.001,7437.0,11953.0,1.0
theta[1179],0.063,0.177,-0.27,0.397,0.001,0.002,16655.0,10850.0,1.0
theta[744],1.445,0.146,1.181,1.724,0.002,0.001,6323.0,12220.0,1.0
theta[396],0.772,0.153,0.486,1.061,0.002,0.001,8323.0,11525.0,1.0
theta[501],-0.062,0.144,-0.335,0.209,0.001,0.001,9257.0,12222.0,1.0
theta[356],-0.37,0.185,-0.719,-0.029,0.002,0.001,14551.0,14189.0,1.0
theta[259],1.078,0.16,0.779,1.374,0.002,0.001,9318.0,13438.0,1.0
theta[352],0.607,0.163,0.306,0.917,0.002,0.001,11622.0,12449.0,1.0
theta[943],0.81,0.14,0.54,1.065,0.002,0.001,7734.0,11690.0,1.0
theta[148],0.821,0.15,0.539,1.097,0.002,0.001,8466.0,12063.0,1.0
theta[843],-0.394,0.161,-0.696,-0.093,0.002,0.001,11045.0,11456.0,1.0
theta[427],-0.162,0.171,-0.478,0.161,0.001,0.002,15051.0,11914.0,1.0
theta[967],0.274,0.152,-0.009,0.561,0.001,0.001,12977.0,11619.0,1.0
theta[1087],-2.993,0.207,-3.403,-2.622,0.002,0.002,7028.0,11185.0,1.0
theta[235],-0.56,0.188,-0.925,-0.222,0.002,0.001,14195.0,13491.0,1.0
theta[561],0.295,0.187,-0.049,0.652,0.001,0.002,15817.0,14240.0,1.0
theta[1015],0.257,0.167,-0.059,0.57,0.002,0.001,11824.0,11296.0,1.0
theta[1189],0.317,0.163,0.006,0.619,0.002,0.001,11299.0,11630.0,1.0
theta[1031],-1.741,0.216,-2.149,-1.341,0.002,0.002,11075.0,12219.0,1.0
theta[846],0.957,0.146,0.68,1.232,0.002,0.001,7381.0,11490.0,1.0
theta[814],-0.361,0.208,-0.749,0.03,0.002,0.002,14947.0,12322.0,1.0
theta[167],1.259,0.15,0.978,1.537,0.002,0.001,7686.0,12340.0,1.0
theta[571],-0.825,0.194,-1.201,-0.461,0.002,0.002,12063.0,11809.0,1.0
theta[91],0.449,0.144,0.177,0.717,0.001,0.001,9531.0,12890.0,1.0
theta[1154],0.855,0.153,0.559,1.131,0.002,0.001,8374.0,11349.0,1.0
theta[347],1.384,0.145,1.113,1.661,0.002,0.001,6693.0,9194.0,1.0
theta[1023],0.208,0.151,-0.072,0.493,0.002,0.001,9919.0,13136.0,1.0
theta[593],0.23,0.162,-0.074,0.537,0.002,0.001,11226.0,11878.0,1.0
theta[65],1.141,0.175,0.815,1.472,0.002,0.001,10221.0,11484.0,1.0
theta[1163],1.116,0.149,0.831,1.393,0.002,0.001,8072.0,11044.0,1.0
theta[229],1.281,0.158,0.983,1.58,0.002,0.001,7530.0,12109.0,1.0
theta[911],1.237,0.155,0.949,1.53,0.002,0.001,6710.0,10142.0,1.0
theta[861],0.95,0.149,0.671,1.231,0.002,0.001,7563.0,11617.0,1.0
theta[1133],1.2,0.141,0.931,1.456,0.002,0.001,5696.0,11506.0,1.0
theta[191],0.963,0.144,0.689,1.228,0.002,0.001,7259.0,11364.0,1.0
theta[10],0.943,0.152,0.658,1.23,0.002,0.001,8612.0,12483.0,1.0
theta[949],1.006,0.148,0.727,1.283,0.002,0.001,6457.0,11400.0,1.0
theta[127],1.159,0.142,0.9,1.438,0.002,0.001,6838.0,11101.0,1.0
theta[881],0.879,0.164,0.57,1.185,0.002,0.001,8499.0,12741.0,1.0
theta[502],0.224,0.181,-0.121,0.564,0.002,0.002,14205.0,12758.0,1.0
theta[468],1.126,0.145,0.854,1.398,0.002,0.001,6215.0,10729.0,1.0
theta[1115],0.503,0.163,0.189,0.803,0.002,0.001,10191.0,12832.0,1.0
theta[223],1.076,0.139,0.817,1.336,0.002,0.001,5864.0,10091.0,1.0
theta[319],0.41,0.18,0.064,0.745,0.002,0.002,11517.0,12859.0,1.0
theta[697],1.009,0.216,0.602,1.416,0.002,0.002,13021.0,13339.0,1.0
theta[436],1.243,0.151,0.954,1.524,0.002,0.001,6756.0,9568.0,1.0
theta[115],0.375,0.161,0.079,0.682,0.001,0.001,11550.0,12545.0,1.0
theta[384],0.858,0.154,0.575,1.154,0.002,0.001,7635.0,12159.0,1.0
theta[1081],0.637,0.155,0.351,0.932,0.002,0.001,9693.0,11907.0,1.0
theta[1027],0.124,0.168,-0.19,0.441,0.002,0.001,11261.0,12938.0,1.0
theta[667],1.249,0.145,0.987,1.531,0.002,0.001,6920.0,10906.0,1.0
theta[909],0.226,0.186,-0.127,0.574,0.002,0.002,12781.0,12521.0,1.0
theta[1044],0.699,0.156,0.402,0.985,0.002,0.001,8700.0,10670.0,1.0
theta[302],1.2,0.141,0.935,1.462,0.002,0.001,6875.0,11566.0,1.0
theta[1076],0.325,0.147,0.043,0.59,0.002,0.001,8904.0,10742.0,1.0
theta[230],1.174,0.147,0.894,1.445,0.002,0.001,7652.0,11631.0,1.0
theta[921],0.68,0.159,0.399,0.997,0.002,0.001,9480.0,11904.0,1.0
theta[1178],0.699,0.15,0.423,0.986,0.002,0.001,8550.0,11335.0,1.0
theta[729],0.945,0.151,0.658,1.23,0.002,0.001,7469.0,12719.0,1.0
theta[714],-0.702,0.165,-1.017,-0.396,0.002,0.001,10803.0,13596.0,1.0
theta[72],0.919,0.147,0.644,1.199,0.002,0.001,7237.0,10863.0,1.0
theta[454],0.341,0.158,0.041,0.633,0.002,0.001,10768.0,13359.0,1.0
theta[289],0.757,0.144,0.487,1.027,0.002,0.001,6985.0,11615.0,1.0
theta[771],1.012,0.149,0.738,1.294,0.002,0.001,7173.0,11964.0,1.0
theta[422],1.161,0.179,0.822,1.491,0.002,0.001,9986.0,11760.0,1.0
theta[544],0.525,0.159,0.219,0.815,0.002,0.001,9873.0,12800.0,1.0
theta[788],1.01,0.168,0.703,1.332,0.002,0.001,8523.0,12521.0,1.0
theta[936],0.757,0.155,0.467,1.049,0.002,0.001,8609.0,10769.0,1.0
theta[287],0.785,0.149,0.508,1.065,0.002,0.001,8550.0,11028.0,1.0
theta[31],0.833,0.159,0.534,1.13,0.002,0.001,9691.0,11942.0,1.0
theta[120],1.077,0.143,0.81,1.349,0.002,0.001,7213.0,10896.0,1.0
theta[871],0.245,0.147,-0.026,0.527,0.002,0.001,8720.0,12494.0,1.0
theta[353],0.468,0.156,0.175,0.756,0.002,0.001,9171.0,12475.0,1.0
theta[348],0.824,0.141,0.555,1.082,0.002,0.001,7371.0,11447.0,1.0
theta[1039],0.656,0.163,0.359,0.969,0.002,0.001,9221.0,12187.0,1.0
theta[1104],1.424,0.144,1.155,1.694,0.002,0.001,5596.0,10537.0,1.0
theta[858],1.307,0.16,1.005,1.605,0.002,0.001,6148.0,11361.0,1.0
sigma[3],-0.384,0.03,-0.443,-0.33,0.001,0.0,736.0,2475.0,1.01
sigma[12],-0.059,0.03,-0.114,-0.003,0.001,0.001,599.0,1503.0,1.01
sigma[29],-1.791,0.035,-1.856,-1.723,0.001,0.001,684.0,1823.0,1.01
sigma[11],0.354,0.013,0.33,0.378,0.0,0.0,3667.0,10169.0,1.0
sigma[1],-0.421,0.034,-0.486,-0.358,0.001,0.0,819.0,2347.0,1.01
sigma[2],-0.024,0.024,-0.071,0.02,0.001,0.0,1201.0,3665.0,1.0
sigma[5],-1.107,0.031,-1.165,-1.047,0.001,0.0,1172.0,3701.0,1.0
sigma[18],0.695,0.039,0.621,0.766,0.002,0.001,589.0,1539.0,1.01
sigma[24],-0.055,0.04,-0.13,0.021,0.002,0.001,587.0,1631.0,1.01
sigma[30],-0.234,0.035,-0.299,-0.169,0.001,0.001,642.0,1383.0,1.01
sigma[0],0.361,0.023,0.317,0.403,0.001,0.0,1971.0,6149.0,1.0
sigma[8],-0.141,0.045,-0.227,-0.055,0.002,0.001,630.0,1308.0,1.01
sigma[14],1.182,0.021,1.144,1.222,0.001,0.0,1163.0,3205.0,1.0
sigma[20],-0.872,0.023,-0.916,-0.828,0.001,0.0,1972.0,6222.0,1.0
sigma[27],0.065,0.037,-0.005,0.135,0.001,0.0,1058.0,3888.0,1.0
sigma[7],0.489,0.038,0.416,0.56,0.002,0.001,566.0,1189.0,1.01
sigma[9],0.338,0.029,0.283,0.392,0.001,0.0,618.0,1578.0,1.01
sigma[13],0.879,0.036,0.81,0.945,0.001,0.001,644.0,1389.0,1.01
sigma[23],0.181,0.033,0.121,0.243,0.001,0.0,735.0,2201.0,1.01
sigma[6],-2.063,0.032,-2.125,-2.004,0.001,0.0,818.0,2122.0,1.0
sigma[17],0.332,0.035,0.268,0.398,0.002,0.001,506.0,1044.0,1.01
sigma[25],-0.277,0.037,-0.348,-0.212,0.001,0.001,865.0,2182.0,1.01
sigma[15],-0.207,0.024,-0.252,-0.16,0.001,0.0,624.0,1874.0,1.01
sigma[10],-0.081,0.022,-0.121,-0.04,0.001,0.0,1051.0,3466.0,1.0
sigma[16],0.038,0.037,-0.032,0.106,0.001,0.0,858.0,2112.0,1.0
sigma[19],-1.22,0.029,-1.274,-1.165,0.001,0.0,858.0,2629.0,1.0
sigma[26],0.297,0.032,0.238,0.359,0.001,0.001,607.0,1736.0,1.01
sigma[31],0.5,0.034,0.434,0.562,0.001,0.001,650.0,2073.0,1.01
sigma[4],-0.101,0.03,-0.158,-0.044,0.001,0.0,723.0,1698.0,1.01
sigma[21],1.522,0.024,1.477,1.567,0.001,0.0,860.0,2160.0,1.0
sigma[22],-0.87,0.025,-0.916,-0.823,0.0,0.0,2469.0,7216.0,1.0
sigma[28],-0.659,0.033,-0.72,-0.596,0.001,0.0,885.0,2704.0,1.0
nu_log__[0],0.003,0.024,-0.042,0.048,0.0,0.0,19153.0,14483.0,1.0
nu_log__[1],0.41,0.03,0.355,0.467,0.0,0.0,18149.0,14490.0,1.0
nu_log__[2],-0.571,0.019,-0.606,-0.535,0.0,0.0,28352.0,14346.0,1.0
nu_log__[3],1.599,0.041,1.519,1.673,0.0,0.0,27596.0,14188.0,1.0
nu_log__[4],-0.407,0.02,-0.445,-0.37,0.0,0.0,21415.0,14690.0,1.0
nu_log__[5],-0.16,0.021,-0.197,-0.12,0.0,0.0,27727.0,15303.0,1.0
nu_log__[6],-0.127,0.024,-0.172,-0.082,0.0,0.0,19073.0,15358.0,1.0
nu_log__[7],0.06,0.028,0.008,0.113,0.0,0.0,16172.0,14994.0,1.0
nu_log__[8],-0.153,0.026,-0.202,-0.105,0.0,0.0,17332.0,14518.0,1.0
nu_log__[9],-0.169,0.023,-0.212,-0.125,0.0,0.0,20850.0,14702.0,1.0
nu_log__[10],1.007,0.049,0.917,1.102,0.0,0.0,12147.0,13981.0,1.0
nu_log__[11],-0.602,0.021,-0.642,-0.563,0.0,0.0,23441.0,15126.0,1.0
nu_log__[12],0.893,0.037,0.825,0.961,0.0,0.0,19525.0,15303.0,1.0
nu_log__[13],0.522,0.033,0.461,0.586,0.0,0.0,16300.0,14707.0,1.0
nu_log__[14],-0.345,0.023,-0.388,-0.302,0.0,0.0,18174.0,14959.0,1.0
nu_log__[15],0.11,0.027,0.059,0.159,0.0,0.0,17190.0,15547.0,1.0
nu_log__[16],0.185,0.025,0.139,0.231,0.0,0.0,21934.0,14786.0,1.0
nu_log__[17],0.431,0.035,0.364,0.495,0.0,0.0,15230.0,13993.0,1.0
nu_log__[18],-0.35,0.021,-0.387,-0.31,0.0,0.0,26314.0,15800.0,1.0
nu_log__[19],0.075,0.026,0.026,0.125,0.0,0.0,17486.0,15435.0,1.0
nu_log__[20],0.569,0.036,0.503,0.638,0.0,0.0,14654.0,14022.0,1.0
nu_log__[21],-0.59,0.02,-0.627,-0.554,0.0,0.0,24437.0,14623.0,1.0
nu_log__[22],1.079,0.045,0.993,1.162,0.0,0.0,17786.0,14230.0,1.0
nu_log__[23],0.884,0.037,0.814,0.954,0.0,0.0,18122.0,15118.0,1.0
nu_log__[24],-0.735,0.019,-0.769,-0.699,0.0,0.0,25485.0,14728.0,1.0
nu_log__[25],0.378,0.03,0.321,0.435,0.0,0.0,16404.0,14303.0,1.0
nu_log__[26],0.176,0.026,0.128,0.225,0.0,0.0,19781.0,15600.0,1.0
nu_log__[27],0.033,0.027,-0.019,0.083,0.0,0.0,17192.0,14968.0,1.0
nu_log__[28],0.121,0.025,0.073,0.168,0.0,0.0,20930.0,15410.0,1.0
nu_log__[29],1.265,0.057,1.161,1.373,0.0,0.0,13245.0,14626.0,1.0
nu_log__[30],-0.087,0.023,-0.13,-0.044,0.0,0.0,23164.0,15734.0,1.0
nu_log__[31],-0.455,0.02,-0.492,-0.417,0.0,0.0,25809.0,15546.0,1.0
nu[3],1.004,0.024,0.959,1.05,0.0,0.0,19153.0,14483.0,1.0
